,gloss_bbox,gloss_fps,gloss_frame_end,gloss_frame_start,gloss_instance_id,gloss_signer_id,gloss_source,gloss_split,gloss_url,gloss_variation_id,gloss_video_id,gloss
2512,"[142, 9, 600, 360]",25,-1,1,18,52,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20run%202.mp4,0,48800,run
2513,"[154, 0, 588, 480]",25,-1,1,19,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468761794.9611.mp4,0,48801,run
2514,"[95, 0, 640, 480]",25,-1,1,22,14,handspeak,train,https://www.handspeak.com/word/r/run-hurry.mp4,0,48804,run
2515,"[104, 8, 531, 480]",25,-1,1,24,14,handspeak,train,https://www.handspeak.com/word/r/run-jog.mp4,0,48805,run
2516,"[69, 16, 211, 192]",25,-1,1,27,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6445.mp4,0,48809,run
2517,"[75, 13, 216, 192]",25,-1,1,28,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6446.mp4,0,48810,run
2519,"[166, 19, 504, 370]",25,-1,1,0,103,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SH/SHOW-254.mp4,0,66473,show
2521,"[84, 1, 559, 480]",25,-1,1,2,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468378950.4291.mp4,0,51347,show
2522,"[119, 0, 493, 480]",25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468766573.2319.mp4,0,51348,show
2523,"[32, 20, 248, 240]",25,-1,1,4,14,handspeak,val,https://www.handspeak.com/word/s/show-all.mp4,0,51349,show
2524,"[33, 24, 245, 240]",25,-1,1,5,14,handspeak,val,https://www.handspeak.com/word/s/show-each2.mp4,0,51350,show
2525,"[36, 25, 258, 240]",25,-1,1,6,14,handspeak,train,https://www.handspeak.com/word/s/show-me-from-hir.mp4,0,51351,show
2526,"[66, 28, 241, 240]",25,-1,1,7,14,handspeak,train,https://www.handspeak.com/word/s/show.mp4,0,51352,show
2527,"[65, 14, 205, 192]",25,-1,1,8,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14243.mp4,0,51353,show
2528,"[436, 55, 837, 720]",25,-1,1,10,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/show.mp4,0,51345,show
2530,"[69, 12, 217, 192]",25,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9921.mp4,0,51355,show
2531,"[57, 8, 215, 192]",25,-1,1,13,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9922.mp4,0,51356,show
2534,"[190, 50, 540, 400]",25,-1,1,17,12,aslsearch,train,http://www.aslsearch.com/signs/videos/show.mp4,0,51360,show
2535,"[811, 68, 1646, 1080]",25,-1,1,18,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Show-ps1C5M4Q4vg.mp4,0,51346,show
2537,"[250, 30, 912, 720]",25,-1,1,1,118,aslbrick,test,http://aslbricks.org/New/ASL-Videos/sick.mp4,0,69470,sick
2541,"[170, 58, 552, 400]",25,-1,1,5,12,aslsearch,val,http://www.aslsearch.com/signs/videos/ill.mp4,0,51517,sick
2542,"[375, 52, 829, 720]",25,-1,1,6,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sick.mp4,0,51502,sick
2543,"[321, 24, 791, 480]",25,-1,1,7,60,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sick-vS3cW9IUUPM.mp4,0,51503,sick
2544,"[77, 0, 604, 480]",25,-1,1,8,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468766858.7018.mp4,0,51504,sick
2545,"[68, 11, 276, 240]",25,-1,1,9,14,handspeak,train,https://www.handspeak.com/word/s/sick2.mp4,0,51505,sick
2546,"[35, 9, 281, 240]",25,-1,1,10,14,handspeak,val,https://www.handspeak.com/word/s/sick.mp4,0,51506,sick
2547,"[50, 0, 234, 192]",25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14644.mp4,0,51507,sick
2548,"[155, 21, 499, 370]",25,-1,1,16,103,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SI/SICK-255.mp4,0,66475,sick
2549,"[40, 0, 283, 240]",25,-1,1,17,63,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/50808.mp4,0,51501,sick
2554,"[123, 14, 574, 480]",25,-1,1,1,116,aslbrick,test,http://aslbricks.org/New/ASL-Videos/snow.mp4,0,69481,snow
2556,"[54, 0, 238, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14605.mp4,0,52862,snow
2557,"[54, 0, 237, 192]",25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14606.mp4,0,52863,snow
2561,"[173, 44, 485, 370]",25,-1,1,8,108,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SN/SNOW-1085.mp4,0,66519,snow
2562,"[142, 17, 501, 370]",25,-1,1,9,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SN/SNOW-686.mp4,0,66518,snow
2563,"[406, 73, 834, 720]",25,-1,1,10,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/snow.mp4,0,52857,snow
2565,"[194, 52, 562, 400]",25,-1,1,12,12,aslsearch,train,http://www.aslsearch.com/signs/videos/snow.mp4,0,52867,snow
2566,"[392, 33, 1549, 1080]",25,-1,1,13,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Snow-0uJcHK934ik.mp4,0,52858,snow
2567,"[310, 91, 1004, 715]",25,-1,1,14,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Snow.mp4,0,52859,snow
2568,"[106, 0, 574, 480]",25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468775731.1702.mp4,0,52860,snow
2569,"[44, 8, 301, 240]",25,-1,1,16,14,handspeak,train,https://www.handspeak.com/word/s/snow.mp4,0,52861,snow
2571,"[166, 43, 952, 720]",25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/take.mp4,0,69500,take
2573,"[32, 5, 281, 240]",25,-1,1,3,14,handspeak,val,https://www.handspeak.com/word/t/take.mp4,0,56697,take
2574,"[84, 3, 224, 192]",25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6074.mp4,0,56698,take
2575,"[75, 7, 218, 192]",25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6075.mp4,0,56699,take
2576,"[65, 14, 223, 192]",25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6854.mp4,1,56700,take
2577,"[66, 17, 220, 192]",25,-1,1,7,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/9/9094.mp4,1,56701,take
2578,"[50, 14, 246, 240]",25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/63592.mp4,0,56692,take
2579,"[67, 13, 219, 192]",25,-1,1,9,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9145.mp4,1,56702,take
2581,"[177, 46, 579, 400]",25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/accept.mp4,1,56704,take
2582,"[196, 52, 574, 400]",25,-1,1,12,12,aslsearch,val,http://www.aslsearch.com/signs/videos/take.mp4,0,56705,take
2583,"[432, 53, 827, 720]",25,-1,1,13,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/take.mp4,0,56693,take
2584,"[130, 0, 578, 480]",25,-1,1,14,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468942967.4684.mp4,1,56694,take
2585,"[30, 26, 278, 240]",25,-1,1,15,20,handspeak,test,https://www.handspeak.com/word/t/take-hir.mp4,0,56695,take
2586,"[46, 26, 280, 240]",25,-1,1,16,20,handspeak,train,https://www.handspeak.com/word/t/take-me.mp4,0,56696,take
2591,"[66, 5, 207, 192]",25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/5/5818.mp4,0,57082,tea
2595,"[417, 56, 812, 720]",25,-1,1,8,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/tea.mp4,0,57076,tea
2598,"[197, 51, 558, 400]",25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/tea.mp4,0,57087,tea
2599,"[701, 52, 1719, 1080]",25,-1,1,12,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Tea%2C%20Vote-JGnz_I9hFCY.mp4,0,57077,tea
2600,"[645, 87, 1614, 1080]",25,-1,1,13,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Tea-KteSJtbKjwA.mp4,0,57078,tea
2601,"[745, 57, 1701, 1080]",25,-1,1,14,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Tea-UT0MFR_XdeE.mp4,0,57079,tea
2602,"[66, 0, 519, 480]",25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468943368.5406.mp4,0,57080,tea
2603,"[104, 0, 492, 480]",25,-1,1,16,14,handspeak,train,https://www.handspeak.com/word/t/tea.mp4,0,57081,tea
2606,"[86, 0, 609, 480]",25,-1,1,2,14,handspeak,train,https://www.handspeak.com/word/t/teacher.mp4,0,57043,teacher
2607,"[38, 10, 240, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6748.mp4,0,57044,teacher
2608,"[61, 11, 260, 192]",25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8205.mp4,0,57045,teacher
2612,"[152, 32, 496, 370]",25,-1,1,8,93,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TE/TEACHER-792.mp4,0,66593,teacher
2613,"[224, 15, 539, 414]",25,-1,1,9,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/teacher.mp4,0,57039,teacher
2617,"[172, 54, 553, 400]",25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/instructor.mp4,0,57051,teacher
2618,"[523, 102, 1427, 1080]",25,-1,1,14,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Teacher-8jyjX2nNXYU.mp4,0,57040,teacher
2619,"[81, 0, 564, 480]",25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468943450.3372.mp4,0,57041,teacher
2620,"[111, 27, 537, 480]",25,-1,1,16,15,asldeafined,train,https://media.asldeafined.com/vocabulary/1522768202.9258.mp4,0,57042,teacher
2624,"[67, 11, 259, 240]",25,-1,1,3,14,handspeak,train,https://www.handspeak.com/word/w/week.mp4,0,62744,week
2625,"[69, 17, 214, 192]",25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6752.mp4,0,62746,week
2626,"[58, 14, 226, 192]",25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7600.mp4,0,62747,week
2627,"[64, 12, 229, 192]",25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7602.mp4,0,62748,week
2629,"[201, 29, 481, 370]",25,-1,1,8,100,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WE/WEEK-1418.mp4,0,66759,week
2630,"[30, 0, 280, 240]",25,-1,1,9,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/50954.mp4,0,62740,week
2634,"[214, 56, 570, 400]",25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/week.mp4,0,62752,week
2635,"[219, 12, 543, 414]",25,-1,1,14,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/week.mp4,0,62741,week
2636,"[749, 132, 1537, 1069]",25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20One%20Week-XnuAfLiLbHs.mp4,0,62742,week
2637,"[93, 0, 532, 480]",25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468927577.4501.mp4,0,62743,week
2640,"[272, 12, 1167, 1080]",25,-1,1,3,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Why-1I7SY-H47dU.mp4,0,63283,why
2641,"[506, 80, 1544, 1080]",25,-1,1,4,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Why-oOzdNq6PhDc.mp4,0,63284,why
2642,"[101, 2, 514, 480]",25,-1,1,5,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1468928387.7740.mp4,0,63285,why
2643,"[54, 0, 568, 480]",25,-1,1,6,14,handspeak,val,https://www.handspeak.com/word/w/why.mp4,0,63286,why
2644,"[63, 14, 223, 192]",25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6973.mp4,0,63287,why
2645,"[48, 5, 213, 192]",25,-1,1,8,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8837.mp4,0,63288,why
2646,"[169, 6, 479, 370]",25,-1,1,9,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHY-1431.mp4,0,66781,why
2648,"[63, 12, 209, 192]",25,-1,1,11,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8838.mp4,0,63289,why
2651,"[178, 58, 544, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/why.mp4,0,63292,why
2652,"[18, 0, 293, 240]",25,-1,1,15,42,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51068.mp4,0,63280,why
2653,"[224, 12, 528, 414]",25,-1,1,16,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/why.mp4,0,63281,why
2654,"[721, 93, 1375, 1080]",25,-1,1,17,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No%20Eye%2C%20Why-YoWvmEgpP9A.mp4,0,63282,why
2656,"[611, 65, 1382, 1080]",25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/with.mp4,0,69539,with
2662,"[238, 36, 496, 400]",25,-1,1,7,41,aslsearch,train,http://www.aslsearch.com/signs/videos/with.mp4,0,63596,with
2663,"[173, 6, 482, 370]",25,-1,1,8,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WI/WITH-323.mp4,0,66795,with
2664,"[33, 0, 297, 240]",25,-1,1,9,42,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51078.mp4,0,63587,with
2666,"[393, 58, 823, 720]",25,-1,1,11,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/with.mp4,0,63588,with
2667,"[633, 63, 1662, 1080]",25,-1,1,12,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20With-sLUkJtZiNn8.mp4,0,63589,with
2668,"[139, 5, 518, 480]",25,-1,1,13,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468928850.9790.mp4,0,63590,with
2669,"[96, 5, 514, 480]",25,-1,1,14,14,handspeak,train,https://www.handspeak.com/word/w/with.mp4,0,63591,with
2670,"[65, 12, 210, 192]",25,-1,1,15,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9702.mp4,0,63592,with
2673,"[375, 42, 940, 720]",25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/write.mp4,0,69544,write
2675,"[68, 7, 524, 480]",25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468929385.6917.mp4,0,64060,write
2676,"[123, 30, 511, 480]",25,-1,1,4,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1522768314.6956.mp4,0,64061,write
2677,"[67, 11, 252, 240]",25,-1,1,5,14,handspeak,val,https://www.handspeak.com/word/w/write2.mp4,0,64062,write
2678,"[66, 11, 253, 240]",25,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/w/write.mp4,0,64064,write
2679,"[59, 17, 215, 192]",25,-1,1,8,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8441.mp4,0,64065,write
2680,"[155, 8, 458, 370]",25,-1,1,9,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WR/WRITE-1467.mp4,0,66815,write
2681,"[49, 0, 279, 240]",25,-1,1,10,42,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51100.mp4,0,64056,write
2685,"[205, 61, 555, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/write.mp4,0,64068,write
2686,"[237, 13, 526, 414]",25,-1,1,15,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/write.mp4,0,64057,write
2687,"[395, 55, 800, 720]",25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/writing.mp4,0,64058,write
2688,"[635, 73, 1424, 1080]",25,-1,1,17,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Write-2Vss5wDKFhg.mp4,0,64059,write
2691,"[316, 26, 1253, 1080]",25,-1,1,2,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yesterday-ODfO21WATKY.mp4,0,64307,yesterday
2692,"[781, 118, 1632, 1079]",25,-1,1,3,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yesterday-OTcqJCUGZxY.mp4,1,64308,yesterday
2693,"[117, 5, 528, 480]",25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468774999.2098.mp4,0,64309,yesterday
2694,"[82, 0, 507, 480]",25,-1,1,5,14,handspeak,val,https://www.handspeak.com/word/y/yesterday.mp4,0,64310,yesterday
2695,"[40, 14, 210, 192]",25,-1,1,6,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22109.mp4,0,64311,yesterday
2697,"[134, 11, 461, 370]",25,-1,1,8,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YESTERDAY-327.mp4,0,66821,yesterday
2698,"[139, 12, 462, 370]",25,-1,1,9,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YESTERDAY-328.mp4,1,66822,yesterday
2702,"[231, 44, 482, 400]",25,-1,1,13,41,aslsearch,train,http://www.aslsearch.com/signs/videos/yesterday.mp4,1,64315,yesterday
2703,"[39, 0, 278, 240]",25,-1,1,14,42,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/51108.mp4,0,64304,yesterday
2704,"[386, 42, 811, 720]",25,-1,1,15,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yesterday2.mp4,0,64305,yesterday
2705,"[387, 51, 800, 720]",25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yesterday.mp4,1,64306,yesterday
2709,"[69, 15, 209, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6335.mp4,0,01466,again
2713,"[170, 13, 469, 370]",25,-1,1,7,88,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AG/AGAIN-400.mp4,0,65032,again
2714,"[68, 9, 239, 240]",25,-1,1,8,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/118365.mp4,0,01460,again
2716,"[135, 49, 547, 400]",25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/again.mp4,0,01471,again
2717,"[168, 17, 527, 414]",25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/again.mp4,0,01461,again
2718,"[538, 62, 1765, 1080]",25,-1,1,12,27,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Again-EYX5aL3d8_M.mp4,0,01462,again
2719,"[101, 29, 514, 480]",25,-1,1,13,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466171389.6039.mp4,0,01463,again
2720,"[123, 30, 580, 480]",25,-1,1,14,15,asldeafined,train,https://media.asldeafined.com/vocabulary/1522766184.698.mp4,0,01464,again
2721,"[178, 35, 509, 480]",25,-1,1,15,14,handspeak,train,https://www.handspeak.com/word/a/again.mp4,0,01465,again
2723,"[327, 41, 877, 720]",25,-1,1,1,118,aslbrick,test,http://aslbricks.org/New/ASL-Videos/bad.mp4,0,69219,bad
2724,"[212, 16, 522, 414]",25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bad.mp4,0,04709,bad
2725,"[739, 67, 1637, 1080]",25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bad-2099RpCyLwU.mp4,0,04712,bad
2726,"[231, 7, 579, 360]",25,-1,1,6,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20bad5.mp4,0,04713,bad
2727,"[128, 31, 538, 480]",25,-1,1,8,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1466648215.3053.mp4,0,04715,bad
2728,"[104, 0, 514, 480]",25,-1,1,9,20,handspeak,train,https://www.handspeak.com/word/b/bad.mp4,0,04716,bad
2729,"[61, 16, 211, 192]",25,-1,1,10,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6529.mp4,0,04717,bad
2730,"[166, 4, 477, 370]",25,-1,1,11,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BAD-29.mp4,0,65125,bad
2731,"[65, 11, 258, 240]",25,-1,1,12,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123148.mp4,0,04708,bad
2733,"[75, 15, 238, 192]",25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6944.mp4,0,04718,bad
2737,"[164, 49, 523, 400]",25,-1,1,19,12,aslsearch,train,http://www.aslsearch.com/signs/videos/bad.mp4,0,04723,bad
2739,"[371, 25, 892, 720]",25,-1,1,1,119,aslbrick,test,http://aslbricks.org/New/ASL-Videos/ball.mp4,0,69221,ball
2740,"[210, 16, 534, 414]",25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/ball.mp4,0,04850,ball
2741,"[380, 13, 816, 480]",25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ball-u7YdwN89Leg.mp4,0,04851,ball
2742,"[95, 20, 565, 480]",25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648644.5380.mp4,0,04852,ball
2743,"[113, 3, 511, 480]",25,-1,1,5,20,handspeak,val,https://www.handspeak.com/word/b/ball.mp4,0,04853,ball
2744,"[73, 15, 215, 192]",25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14844.mp4,0,04854,ball
2745,"[71, 19, 215, 191]",25,-1,1,10,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6775.mp4,0,04858,ball
2746,"[183, 3, 491, 370]",25,-1,1,11,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BALL-382.mp4,0,65131,ball
2747,"[43, 8, 262, 240]",25,-1,1,12,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123213.mp4,0,04849,ball
2753,"[217, 39, 481, 400]",25,-1,1,19,41,aslsearch,train,http://www.aslsearch.com/signs/videos/ball.mp4,0,04864,ball
2755,"[373, 20, 800, 480]",25,-1,1,1,52,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bathroom-u7XrB6j-o3E.mp4,0,05299,bathroom
2756,"[125, 23, 527, 480]",25,-1,1,2,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466649768.1620.mp4,0,05300,bathroom
2757,"[119, 3, 491, 360]",25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/b/bathroom2.mp4,0,05301,bathroom
2758,"[42, 4, 529, 360]",25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/b/bathroom.mp4,0,05302,bathroom
2759,"[85, 17, 203, 192]",25,-1,1,5,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23911.mp4,0,05303,bathroom
2762,"[179, 7, 473, 370]",25,-1,1,8,88,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BATHROOM-32.mp4,0,65148,bathroom
2767,"[157, 51, 544, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/bathroom.mp4,0,05310,bathroom
2768,"[52, 14, 239, 240]",25,-1,1,15,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/92604.mp4,0,05297,bathroom
2769,"[165, 16, 525, 414]",25,-1,1,16,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bathroom.mp4,0,05298,bathroom
2771,"[638, 94, 1852, 1080]",25,-1,1,1,39,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket-56AEFvJQNKM.mp4,0,06553,blanket
2772,"[387, 45, 1893, 1080]",25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket-PGnWLYRHS4Y.mp4,0,06554,blanket
2773,"[103, 13, 524, 480]",25,-1,1,3,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466682724.4542.mp4,0,06555,blanket
2774,"[31, 2, 272, 240]",25,-1,1,5,14,handspeak,train,https://www.handspeak.com/word/b/blanket.mp4,0,06557,blanket
2775,"[47, 16, 237, 192]",25,-1,1,6,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/24/24250.mp4,0,06558,blanket
2776,"[52, 7, 222, 192]",25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9933.mp4,0,06559,blanket
2777,"[147, 23, 514, 370]",25,-1,1,8,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLANKET-40.mp4,0,65204,blanket
2778,"[165, 24, 509, 370]",25,-1,1,9,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLANKET-41.mp4,0,65205,blanket
2783,"[152, 51, 559, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/blanket.mp4,0,06563,blanket
2784,"[373, 54, 798, 720]",25,-1,1,15,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/blanket.mp4,0,06551,blanket
2785,"[489, 59, 1920, 1080]",25,-1,1,16,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket%202-TpMWkAVN-yo.mp4,0,06552,blanket
2787,"[512, 62, 1374, 1080]",25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/buy.mp4,0,69255,buy
2789,"[68, 14, 215, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6442.mp4,0,08488,buy
